,last_name,first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
864,Flores, Wilmer,527038,SF,SIFT,Sinker,0.2,0,133,18.3,33,0.367,0.633,0.479,6.5,3.0,3.1,0.337,0.613,0.429,37.9
865,Naylor, Josh,647304,CLE,SL,Slider,-1.2,-2,162,16.7,33,0.25,0.469,0.317,28.9,21.2,14.3,0.273,0.46,0.324,36.0
866,Mastrobuoni, Miles,670156,CHC,FF,4-Seamer,-3.2,-4,120,38.2,33,0.167,0.2,0.211,32.0,39.4,36.1,0.147,0.194,0.197,29.4
867,Taveras, Leody,665750,TEX,SL,Slider,4.4,5,121,12.4,33,0.387,0.71,0.479,24.2,18.2,17.1,0.308,0.504,0.368,52.0
868,Hayes, Ke'Bryan,663647,PIT,CH,Changeup,-0.1,0,92,8.2,33,0.152,0.273,0.179,23.1,18.2,19.4,0.224,0.299,0.227,25.9
869,Estrada, Thairo,642731,SF,CUKC,Curveball,2.2,2,112,10.4,33,0.148,0.296,0.329,44.0,48.5,31.4,0.127,0.255,0.281,36.4
870,Seager, Corey,608369,TEX,SL,Slider,3.3,5,146,18.8,33,0.3,0.567,0.397,31.2,18.2,13.0,0.225,0.48,0.333,41.7
871,Yelich, Christian,592885,MIL,CUKC,Curveball,-0.7,-1,162,11.9,33,0.188,0.188,0.185,43.3,36.4,28.6,0.213,0.327,0.248,45.0
872,Muncy, Max,571970,LAD,CUKC,Curveball,-1.0,-2,196,17.5,33,0.107,0.286,0.242,35.6,33.3,18.0,0.176,0.324,0.287,47.1
873,Judge, Aaron,592450,NYY,SIFT,Sinker,3.8,5,123,13.8,33,0.4,0.767,0.528,9.3,9.1,14.3,0.446,1.054,0.633,77.8
874,García, Luis,671277,WSH,CUKC,Curveball,3.7,5,136,12.5,33,0.414,0.517,0.392,23.2,18.2,13.3,0.246,0.308,0.269,23.1
875,d'Arnaud, Travis,518595,ATL,SIFT,Sinker,1.0,1,92,19.2,33,0.345,0.448,0.389,11.4,18.2,24.0,0.336,0.518,0.409,56.5
876,Harris II, Michael,671739,ATL,SL,Slider,2.5,3,115,14.5,33,0.333,0.567,0.414,36.9,24.2,18.6,0.292,0.545,0.388,50.0
877,Semien, Marcus,543760,TEX,FC,Cutter,1.2,1,109,7.8,33,0.267,0.467,0.374,16.7,6.1,7.4,0.212,0.288,0.26,17.9
878,Nootbaar, Lars,663457,STL,SIFT,Sinker,3.9,6,140,16.5,33,0.48,0.6,0.508,12.2,12.1,16.0,0.261,0.362,0.397,45.5
879,Happ, Ian,664023,CHC,SIFT,Sinker,1.3,2,145,10.1,33,0.308,0.462,0.389,11.1,21.2,17.9,0.298,0.509,0.415,45.0
880,Lowe, Brandon,664040,TB,SL,Slider,-0.9,-1,126,15.2,33,0.161,0.355,0.267,44.3,45.5,26.8,0.12,0.203,0.193,25.0
881,Kelenic, Jarred,672284,SEA,SIFT,Sinker,3.0,4,126,10.6,33,0.333,0.458,0.47,9.4,12.1,16.7,0.303,0.461,0.429,40.0
882,Díaz, Elias,553869,COL,CH,Changeup,0.6,1,122,11.9,33,0.242,0.455,0.323,28.6,24.2,21.1,0.194,0.303,0.214,20.0
883,Miranda, Jose,669304,MIN,SL,Slider,0.1,0,114,22.4,33,0.241,0.345,0.336,26.9,9.1,10.7,0.275,0.368,0.328,53.8
884,Allen, Nick,669397,OAK,FF,4-Seamer,-1.7,-3,153,38.1,33,0.207,0.345,0.28,16.9,18.2,14.3,0.21,0.344,0.28,29.2
885,Rodríguez, Julio,677594,SEA,CH,Changeup,-0.5,0,104,8.3,33,0.161,0.419,0.321,27.7,30.3,22.7,0.247,0.406,0.303,61.9
886,Cruz, Nelson,443558,SD,SL,Slider,4.5,4,97,18.7,33,0.29,0.548,0.43,54.8,39.4,39.4,0.232,0.395,0.291,55.6
887,Tauchman, Mike,643565,CHC,FF,4-Seamer,1.5,3,206,40.1,33,0.318,0.455,0.428,21.4,27.3,15.0,0.288,0.402,0.404,33.3
888,Aguilar, Jesús,542583,OAK,FF,4-Seamer,-1.5,-2,163,36.4,32,0.296,0.407,0.381,8.6,12.5,9.1,0.225,0.33,0.313,30.4
889,McCarthy, Jake,664983,AZ,SIFT,Sinker,-0.2,0,99,16.4,32,0.296,0.444,0.378,13.7,9.4,17.6,0.261,0.332,0.326,41.7
890,Carroll, Corbin,682998,AZ,CUKC,Curveball,0.7,1,126,10.2,32,0.258,0.323,0.297,28.8,28.1,23.7,0.2,0.259,0.214,27.3
891,Witt Jr., Bobby,677951,KC,CH,Changeup,6.5,7,104,8.2,32,0.419,0.71,0.489,28.3,12.5,10.0,0.362,0.593,0.419,37.0
892,Odor, Rougned,596059,SD,FF,4-Seamer,2.9,4,139,28.8,32,0.286,0.607,0.414,16.4,9.4,9.7,0.322,0.599,0.427,36.0
893,Soto, Juan,665742,SD,CH,Changeup,3.1,6,188,13.1,32,0.348,0.565,0.505,30.4,15.6,9.1,0.255,0.33,0.38,38.9
894,Soto, Juan,665742,SD,FC,Cutter,2.0,3,150,10.5,32,0.28,0.6,0.419,16.4,12.5,9.5,0.288,0.631,0.451,63.6
895,Sabol, Blake,666165,SF,CH,Changeup,-0.4,-1,114,14.9,32,0.167,0.3,0.258,53.1,37.5,26.1,0.174,0.309,0.237,22.2
896,Yastrzemski, Mike,573262,SF,SL,Slider,-4.1,-5,127,14.4,32,0.074,0.111,0.177,34.7,34.4,26.2,0.085,0.128,0.186,43.8
897,Bethancourt, Christian,542194,TB,SIFT,Sinker,-0.8,-1,86,13.1,32,0.241,0.379,0.342,20.8,21.9,43.8,0.234,0.518,0.334,39.1
898,Acuña Jr., Ronald,660670,ATL,CUKC,Curveball,5.7,6,113,8.1,32,0.37,0.63,0.527,14.9,12.5,11.1,0.392,0.764,0.522,43.5
899,Happ, Ian,664023,CHC,CUKC,Curveball,4.6,5,119,8.3,32,0.276,0.552,0.381,22.6,25.0,17.4,0.284,0.525,0.375,52.4
900,Ramos, Henry,592656,CIN,FF,4-Seamer,0.0,0,97,36.5,32,0.308,0.423,0.389,14.0,12.5,22.2,0.292,0.366,0.364,18.2
901,Fraley, Jake,641584,CIN,SL,Slider,8.0,8,95,11.0,32,0.286,0.786,0.465,24.1,12.5,12.5,0.29,0.602,0.394,32.0
902,Fraley, Jake,641584,CIN,SIFT,Sinker,-1.4,-1,108,12.5,32,0.269,0.462,0.384,13.5,9.4,13.6,0.28,0.498,0.401,43.5
903,Gallagher, Cam,595956,CLE,FF,4-Seamer,-3.3,-5,143,40.6,32,0.1,0.167,0.15,21.3,31.3,21.7,0.127,0.199,0.174,20.0
904,Naylor, Josh,647304,CLE,SIFT,Sinker,2.7,3,99,10.2,32,0.375,0.625,0.456,9.4,6.3,10.0,0.381,0.603,0.423,60.0
905,Bryant, Kris,592178,COL,SIFT,Sinker,-0.7,-1,106,13.7,32,0.31,0.414,0.353,8.3,3.1,10.0,0.32,0.472,0.374,21.4
906,Vierling, Matt,663837,DET,SIFT,Sinker,0.0,0,129,14.9,32,0.355,0.548,0.428,6.1,18.8,21.4,0.368,0.578,0.414,44.0
907,Hensley, David,682073,HOU,FF,4-Seamer,-3.8,-5,137,36.6,32,0.167,0.2,0.195,33.3,40.6,28.3,0.226,0.301,0.257,70.6
908,Ohtani, Shohei,660271,LAA,SIFT,Sinker,1.6,2,138,9.9,32,0.273,0.636,0.456,19.6,12.5,11.1,0.309,0.608,0.476,42.1
909,Muncy, Max,571970,LAD,CH,Changeup,1.1,1,134,12.0,32,0.214,0.464,0.336,42.6,31.3,20.8,0.189,0.367,0.294,44.4
910,Vargas, Miguel,678246,LAD,CH,Changeup,-1.6,-2,108,9.9,32,0.143,0.357,0.231,24.1,18.8,16.2,0.243,0.438,0.333,29.2
911,Contreras, William,661388,MIL,CH,Changeup,-3.3,-4,119,12.3,32,0.133,0.133,0.156,41.7,37.5,27.9,0.109,0.127,0.143,22.2
912,Jeffers, Ryan,680777,MIN,FF,4-Seamer,-1.1,-2,136,24.5,32,0.24,0.4,0.355,27.8,37.5,32.4,0.163,0.28,0.288,28.6
913,Kepler, Max,596146,MIN,CH,Changeup,0.4,0,95,13.0,32,0.276,0.517,0.37,28.6,18.8,19.4,0.283,0.401,0.331,30.4
914,Baty, Brett,683146,NYM,SIFT,Sinker,-0.6,-1,106,13.4,32,0.286,0.536,0.398,11.1,12.5,26.7,0.316,0.592,0.432,56.0
915,Kemp, Tony,643393,OAK,SIFT,Sinker,-5.3,-6,115,15.5,32,0.125,0.125,0.221,18.9,15.6,14.7,0.178,0.232,0.272,22.7
916,Sosa, Edmundo,624641,PHI,SL,Slider,-2.3,-3,129,19.8,32,0.188,0.281,0.203,40.3,25.0,19.5,0.229,0.43,0.279,25.0
917,Caballero, José,676609,SEA,SL,Slider,0.9,1,136,21.1,32,0.214,0.393,0.341,35.2,31.3,18.2,0.218,0.341,0.297,22.2
918,Walker, Jordan,691023,STL,FF,4-Seamer,0.5,1,133,23.6,32,0.286,0.607,0.416,20.6,15.6,13.5,0.343,0.644,0.451,69.6
919,Lowe, Nathaniel,663993,TEX,FC,Cutter,4.9,6,115,7.8,32,0.37,0.667,0.508,23.6,12.5,13.8,0.345,0.541,0.429,52.2
920,Varsho, Daulton,662139,TOR,FC,Cutter,-0.6,-1,106,8.6,32,0.185,0.37,0.306,23.6,9.4,12.0,0.273,0.453,0.371,41.7
921,Ruiz, Keibert,660688,WSH,CH,Changeup,0.0,0,117,13.6,32,0.29,0.323,0.286,19.7,6.3,10.5,0.255,0.344,0.273,27.6
922,Arenado, Nolan,571448,STL,CH,Changeup,0.1,0,86,7.3,31,0.3,0.433,0.331,36.5,25.8,38.1,0.263,0.439,0.313,54.5
923,Torres, Gleyber,650402,NYY,FC,Cutter,0.8,1,108,8.4,31,0.296,0.519,0.394,21.3,6.5,7.4,0.318,0.623,0.436,28.0
924,McMahon, Ryan,641857,COL,CUKC,Curveball,-0.9,-1,122,8.8,31,0.179,0.393,0.313,28.6,32.3,26.3,0.243,0.502,0.35,50.0
925,Vaughn, Andrew,683734,CWS,ST,Sweeper,-0.2,0,106,8.4,31,0.167,0.333,0.226,37.5,32.3,23.3,0.114,0.224,0.163,30.0
926,Torres, Gleyber,650402,NYY,CH,Changeup,0.5,1,123,9.5,31,0.185,0.333,0.302,31.9,22.6,13.5,0.232,0.301,0.295,10.0
927,Gorman, Nolan,669357,STL,SIFT,Sinker,4.9,6,123,11.4,31,0.333,0.815,0.505,17.2,19.4,14.3,0.382,0.825,0.531,66.7
928,Davis, Jonathan,641505,MIA,FF,4-Seamer,2.1,2,119,33.0,31,0.286,0.571,0.392,22.8,25.8,20.5,0.248,0.418,0.325,30.0
929,Seager, Corey,608369,TEX,SIFT,Sinker,4.5,4,86,11.1,31,0.407,0.667,0.49,11.9,16.1,35.7,0.394,0.66,0.481,63.6
930,Sánchez, Jesús,660821,MIA,CH,Changeup,-2.5,-3,112,16.1,31,0.167,0.3,0.215,24.1,16.1,16.7,0.222,0.351,0.259,24.0
931,McMahon, Ryan,641857,COL,FC,Cutter,-2.2,-3,121,8.7,31,0.233,0.333,0.261,28.3,19.4,20.0,0.234,0.368,0.272,50.0
932,Verdugo, Alex,657077,BOS,CUKC,Curveball,0.7,1,121,9.6,31,0.25,0.357,0.305,25.0,22.6,18.9,0.277,0.352,0.314,28.6
933,Stanton, Giancarlo,519317,NYY,SL,Slider,1.2,2,129,25.5,31,0.226,0.548,0.321,44.8,35.5,21.6,0.233,0.633,0.358,50.0
934,Miranda, Jose,669304,MIN,SIFT,Sinker,-0.4,0,94,18.4,31,0.276,0.483,0.347,7.1,3.2,4.3,0.3,0.441,0.342,42.9
935,Segura, Jean,516416,MIA,SIFT,Sinker,-3.0,-4,129,14.7,31,0.207,0.207,0.179,11.3,12.9,15.4,0.259,0.331,0.272,42.3
936,Montero, Elehuris,660707,COL,FF,4-Seamer,4.7,5,102,26.1,31,0.321,0.464,0.403,13.6,19.4,22.2,0.321,0.423,0.36,45.5
937,Vázquez, Christian,543877,MIN,SL,Slider,0.6,1,132,18.7,31,0.241,0.31,0.271,39.6,41.9,34.2,0.173,0.231,0.21,50.0
938,Thomas, Lane,657041,WSH,CUKC,Curveball,0.3,0,106,7.9,31,0.222,0.296,0.287,25.0,25.8,19.0,0.204,0.327,0.288,31.6
939,Bae, Ji Hwan,678225,PIT,SIFT,Sinker,-2.6,-4,144,16.1,31,0.233,0.267,0.237,16.9,25.8,17.4,0.178,0.204,0.184,31.8
940,Perdomo, Geraldo,672695,AZ,SL,Slider,2.3,3,137,13.4,31,0.261,0.478,0.403,32.7,29.0,17.6,0.148,0.216,0.283,6.7
941,Rodríguez, Julio,677594,SEA,CUKC,Curveball,1.6,2,106,8.5,31,0.276,0.655,0.406,45.2,32.3,21.3,0.24,0.479,0.328,42.1
942,Rooker, Brent,667670,OAK,CH,Changeup,-2.0,-3,126,11.6,31,0.222,0.37,0.311,48.3,35.5,22.9,0.174,0.275,0.256,50.0
943,Martinez, J.D.,502110,LAD,FC,Cutter,-2.2,-3,122,12.0,31,0.241,0.414,0.311,34.7,25.8,23.5,0.252,0.378,0.275,40.9
944,Stephenson, Tyler,663886,CIN,CH,Changeup,-1.0,-1,109,8.8,31,0.115,0.115,0.2,34.0,25.8,25.8,0.198,0.255,0.277,22.2
945,Wisdom, Patrick,621550,CHC,SL,Slider,-0.5,-1,163,17.1,31,0.148,0.296,0.253,35.6,35.5,23.4,0.27,0.596,0.406,68.8
946,Burleson, Alec,676475,STL,CH,Changeup,-5.5,-4,75,13.6,31,0.2,0.267,0.219,11.9,0.0,0.0,0.273,0.378,0.296,36.7
947,Nimmo, Brandon,607043,NYM,CH,Changeup,3.1,4,123,8.7,31,0.231,0.462,0.358,24.0,16.1,11.1,0.278,0.519,0.396,23.8
948,Marte, Ketel,606466,AZ,CH,Changeup,0.5,1,143,11.8,31,0.214,0.429,0.313,28.3,19.4,20.0,0.258,0.402,0.326,54.5
949,Ozuna, Marcell,542303,ATL,CUKC,Curveball,-0.5,-1,125,12.2,31,0.16,0.28,0.287,32.1,22.6,15.9,0.175,0.248,0.284,33.3
950,Wiemer, Joey,686894,MIL,CUKC,Curveball,-1.9,-2,116,11.3,31,0.2,0.3,0.232,43.3,45.2,38.9,0.212,0.371,0.262,50.0
951,Rengifo, Luis,650859,LAA,SL,Slider,-1.3,-2,149,17.0,31,0.222,0.333,0.298,24.0,22.6,12.7,0.219,0.268,0.276,40.0
952,Turner, Trea,607208,PHI,CUKC,Curveball,-2.4,-3,106,8.0,31,0.133,0.233,0.197,43.1,35.5,25.0,0.204,0.307,0.258,31.6
953,Bichette, Bo,666182,TOR,CUKC,Curveball,2.7,3,95,7.1,31,0.258,0.613,0.361,19.6,12.9,10.8,0.354,0.885,0.518,55.6
954,Wallach, Chad,595453,LAA,FF,4-Seamer,1.7,2,126,31.8,31,0.286,0.786,0.465,27.8,12.9,14.8,0.318,0.771,0.475,50.0
955,Bell, Josh,605137,CLE,FC,Cutter,-2.4,-2,77,6.8,31,0.25,0.25,0.248,21.6,12.9,23.5,0.349,0.464,0.364,44.0
956,Moustakas, Mike,519058,LAA,SL,Slider,1.5,2,126,20.8,31,0.379,0.586,0.463,32.8,32.3,21.3,0.271,0.481,0.345,63.2
957,Marte, Starling,516782,NYM,CH,Changeup,2.2,2,99,9.0,31,0.31,0.345,0.305,26.7,9.7,9.1,0.281,0.402,0.308,29.6
958,Jansen, Danny,643376,TOR,SL,Slider,1.2,1,121,18.8,31,0.161,0.419,0.268,33.9,38.7,27.3,0.186,0.328,0.221,31.6
959,Vogelbach, Daniel,596129,NYM,SIFT,Sinker,2.0,2,117,15.3,31,0.296,0.63,0.427,7.3,9.7,14.3,0.264,0.531,0.383,58.3
960,Steer, Spencer,668715,CIN,CUKC,Curveball,2.6,3,121,9.3,31,0.367,0.567,0.411,17.8,12.9,10.5,0.302,0.577,0.38,26.9
961,Bradley Jr., Jackie,598265,KC,FF,4-Seamer,-3.3,-4,133,32.6,31,0.115,0.192,0.223,20.3,9.7,10.3,0.212,0.509,0.361,52.2
962,Peña, Jeremy,665161,HOU,CUKC,Curveball,0.4,0,113,9.9,31,0.233,0.333,0.26,45.3,29.0,22.0,0.255,0.318,0.266,23.8
963,Friedl, TJ,670770,CIN,CH,Changeup,-0.7,-1,141,15.6,31,0.2,0.233,0.208,32.3,19.4,13.0,0.168,0.193,0.176,4.2
964,Jeffers, Ryan,680777,MIN,SIFT,Sinker,-0.4,0,113,20.4,31,0.28,0.52,0.408,12.8,19.4,25.0,0.337,0.571,0.445,73.7
965,Grisham, Trent,663757,SD,CH,Changeup,-1.1,-1,116,9.8,31,0.25,0.321,0.323,37.0,19.4,23.1,0.209,0.266,0.255,22.7
966,Yoshida, Masataka,807799,BOS,CH,Changeup,-0.3,0,158,13.5,31,0.259,0.37,0.358,28.4,19.4,12.8,0.246,0.417,0.336,33.3
967,Newman, Kevin,621028,CIN,SL,Slider,-3.0,-4,124,15.9,31,0.2,0.267,0.197,22.0,19.4,13.3,0.298,0.386,0.289,32.0
968,Moncada, Yoán,660162,CWS,CH,Changeup,1.2,1,115,21.1,31,0.172,0.379,0.26,45.5,38.7,31.6,0.159,0.274,0.217,23.5
969,Correa, Carlos,621043,MIN,FC,Cutter,-3.4,-4,114,9.5,31,0.129,0.29,0.174,16.7,9.7,13.6,0.197,0.332,0.227,32.1
970,Adames, Willy,642715,MIL,CH,Changeup,-0.4,-1,139,11.6,31,0.16,0.4,0.323,40.0,32.3,18.2,0.211,0.483,0.371,53.3
971,Castro, Rodolfo,666801,PIT,CH,Changeup,-1.5,-2,137,17.5,30,0.154,0.308,0.262,36.9,16.7,15.2,0.148,0.243,0.238,38.1
972,Wade Jr., LaMonte,664774,SF,SL,Slider,2.3,3,147,12.0,30,0.4,0.68,0.502,20.0,13.3,7.7,0.379,0.697,0.497,23.8
973,Zavala, Seby,664874,CWS,SL,Slider,-4.9,-5,103,22.3,30,0.103,0.138,0.155,56.1,60.0,43.9,0.118,0.139,0.133,27.3
974,Suwinski, Jack,669261,PIT,SL,Slider,-0.4,-1,164,15.4,30,0.167,0.333,0.285,41.2,40.0,24.0,0.112,0.223,0.229,46.2
975,McCutchen, Andrew,457705,PIT,CH,Changeup,-0.2,0,125,10.6,30,0.185,0.259,0.283,36.4,30.0,24.3,0.181,0.224,0.232,33.3
976,Báez, Javier,595879,DET,CUKC,Curveball,0.1,0,90,8.0,30,0.233,0.5,0.337,36.7,26.7,22.9,0.232,0.436,0.281,27.3
977,Reynolds, Bryan,668804,PIT,CUKC,Curveball,4.6,5,116,10.2,30,0.407,0.704,0.495,32.8,10.0,7.9,0.333,0.519,0.444,56.0
978,Rojas, Josh,668942,AZ,SL,Slider,-3.5,-4,120,15.7,30,0.143,0.143,0.167,35.3,43.3,31.0,0.14,0.176,0.176,6.7
979,Hoerner, Nico,663538,CHC,CH,Changeup,3.6,3,93,7.7,30,0.345,0.483,0.372,15.1,10.0,9.1,0.315,0.405,0.326,23.1
980,Bae, Ji Hwan,678225,PIT,SL,Slider,-2.0,-2,122,13.6,30,0.2,0.24,0.24,37.0,30.0,19.6,0.212,0.292,0.267,44.4
981,Rogers, Jake,668670,DET,SIFT,Sinker,3.6,4,119,17.8,30,0.24,0.72,0.45,29.4,26.7,42.1,0.315,0.812,0.506,66.7
982,Schoop, Jonathan,570731,DET,SIFT,Sinker,-0.8,-1,108,19.8,30,0.296,0.296,0.34,11.4,16.7,26.3,0.213,0.273,0.263,36.4
983,Cabrera, Miguel,408234,DET,SL,Slider,-1.1,-1,118,19.7,30,0.231,0.308,0.273,41.9,26.7,16.3,0.256,0.359,0.315,36.8
984,Sabol, Blake,666165,SF,SIFT,Sinker,-0.8,-1,104,13.6,30,0.308,0.346,0.322,20.8,30.0,31.0,0.304,0.44,0.377,38.9
985,Schmitt, Casey,669477,SF,SIFT,Sinker,4.4,4,91,19.9,30,0.346,0.615,0.453,14.5,3.3,14.3,0.312,0.457,0.382,50.0
986,Yastrzemski, Mike,573262,SF,CH,Changeup,-0.4,-1,124,14.1,30,0.207,0.379,0.263,26.3,26.7,19.0,0.27,0.41,0.304,52.4
987,Schoop, Jonathan,570731,DET,SL,Slider,-3.4,-4,115,21.1,30,0.12,0.12,0.207,31.1,16.7,12.2,0.249,0.471,0.373,30.0
988,Benson, Will,666181,CIN,FF,4-Seamer,1.6,2,134,32.7,30,0.333,0.667,0.475,24.1,23.3,15.6,0.284,0.568,0.429,35.3
989,Mullins, Cedric,656775,BAL,SIFT,Sinker,3.2,3,97,10.0,30,0.36,0.48,0.414,15.6,23.3,28.0,0.317,0.427,0.376,63.2
990,Goldschmidt, Paul,502671,STL,CUKC,Curveball,2.4,2,97,6.9,30,0.321,0.571,0.4,31.7,23.3,22.6,0.29,0.585,0.39,61.9
991,Zunino, Mike,572287,CLE,SL,Slider,-0.7,-1,100,16.5,30,0.286,0.393,0.322,32.1,26.7,20.5,0.236,0.418,0.308,35.0
992,Duvall, Adam,594807,BOS,FF,4-Seamer,3.9,4,112,30.2,30,0.286,0.714,0.43,28.3,30.0,25.0,0.226,0.636,0.38,68.4
993,Arias, Gabriel,672356,CLE,SL,Slider,-2.8,-3,124,19.7,30,0.179,0.25,0.25,44.8,36.7,22.9,0.163,0.231,0.205,41.2
994,Wisdom, Patrick,621550,CHC,SIFT,Sinker,1.7,2,117,12.3,30,0.214,0.643,0.422,13.0,33.3,32.3,0.277,0.712,0.421,57.9
995,Gallo, Joey,608336,MIN,SL,Slider,-1.9,-2,125,14.5,30,0.16,0.28,0.273,54.0,53.3,29.1,0.127,0.27,0.254,33.3
996,Jung, Josh,673962,TEX,CUKC,Curveball,4.9,5,103,8.2,30,0.4,0.9,0.542,26.2,20.0,15.0,0.34,0.747,0.454,50.0
997,Henderson, Gunnar,683002,BAL,CH,Changeup,0.6,1,110,10.9,30,0.3,0.533,0.355,23.1,26.7,22.9,0.303,0.594,0.379,45.5
998,Semien, Marcus,543760,TEX,CH,Changeup,0.4,1,127,9.1,30,0.214,0.464,0.342,29.1,26.7,24.2,0.191,0.303,0.241,35.0
999,Maile, Luke,571912,CIN,FF,4-Seamer,1.7,2,110,30.4,30,0.286,0.571,0.413,28.8,33.3,28.6,0.257,0.514,0.349,33.3
1000,Wiemer, Joey,686894,MIL,SIFT,Sinker,-1.5,-2,146,14.2,30,0.231,0.385,0.322,30.2,16.7,22.7,0.235,0.397,0.328,38.1
1001,Smith, Kevin,675656,OAK,SL,Slider,-3.4,-3,90,24.9,30,0.25,0.286,0.238,35.7,36.7,30.6,0.213,0.261,0.206,36.8
1002,Yelich, Christian,592885,MIL,FC,Cutter,2.5,3,106,7.8,30,0.36,0.6,0.46,28.6,13.3,18.2,0.355,0.605,0.457,52.4
1003,Allen, Nick,669397,OAK,SL,Slider,-3.8,-4,97,24.1,30,0.103,0.103,0.124,24.0,16.7,14.3,0.14,0.177,0.137,4.0
1004,Marte, Ketel,606466,AZ,CUKC,Curveball,3.1,4,117,9.7,30,0.333,0.741,0.473,29.2,23.3,20.0,0.336,0.641,0.443,55.0
1005,Olson, Matt,621566,ATL,FC,Cutter,2.7,3,123,7.9,30,0.269,0.731,0.448,34.4,40.0,29.3,0.207,0.605,0.383,57.1
1006,Kelenic, Jarred,672284,SEA,FC,Cutter,-0.6,-1,99,8.3,30,0.2,0.36,0.315,18.9,13.3,18.2,0.233,0.478,0.366,38.1
1007,Bichette, Bo,666182,TOR,FC,Cutter,-0.7,-1,119,8.9,30,0.333,0.481,0.388,25.8,20.0,15.4,0.286,0.409,0.341,23.8
1008,Riley, Austin,663586,ATL,CUKC,Curveball,4.0,4,93,6.7,30,0.407,0.741,0.462,21.7,16.7,13.5,0.369,0.607,0.406,66.7
1009,Tovar, Ezequiel,678662,COL,CUKC,Curveball,-5.0,-5,91,8.4,30,0.107,0.214,0.172,40.4,36.7,35.5,0.229,0.335,0.272,52.9
1010,Myers, Wil,571976,CIN,SL,Slider,-0.4,-1,130,23.6,30,0.115,0.231,0.179,50.0,46.7,34.1,0.191,0.316,0.245,28.6
1011,Bader, Harrison,664056,NYY,FF,4-Seamer,5.5,6,108,24.8,30,0.286,0.75,0.443,17.5,16.7,15.2,0.27,0.616,0.389,34.8
1012,Blackmon, Charlie,453568,COL,CH,Changeup,1.7,1,88,9.9,30,0.333,0.444,0.352,25.5,10.0,15.0,0.297,0.453,0.356,32.0
1013,Benintendi, Andrew,643217,CWS,SIFT,Sinker,1.4,2,119,10.2,30,0.348,0.391,0.415,7.4,13.3,13.8,0.261,0.306,0.355,36.8
1014,Clemens, Kody,665019,PHI,CH,Changeup,-0.8,-1,90,15.7,30,0.207,0.379,0.263,31.5,26.7,30.8,0.212,0.274,0.227,28.6
1015,Frazier, Adam,624428,BAL,CH,Changeup,-3.6,-4,100,9.5,30,0.1,0.1,0.09,17.6,20.0,18.8,0.258,0.321,0.252,20.8
1016,Turner, Justin,457759,BOS,CH,Changeup,3.9,4,103,7.3,30,0.375,0.5,0.445,25.0,13.3,11.8,0.278,0.426,0.383,35.0
1017,Kiner-Falefa, Isiah,643396,NYY,SIFT,Sinker,-3.5,-3,86,13.7,30,0.3,0.333,0.282,6.7,6.7,10.5,0.297,0.367,0.291,32.1
1018,Melendez, MJ,669004,KC,CUKC,Curveball,0.3,0,126,10.4,30,0.179,0.321,0.275,32.6,30.0,23.7,0.247,0.423,0.314,31.6
1019,Díaz, Yandy,650490,TB,CH,Changeup,-0.4,0,102,9.0,30,0.259,0.296,0.292,16.7,16.7,13.9,0.258,0.339,0.303,50.0
1020,Pollock, AJ,572041,SEA,SL,Slider,-2.0,-2,108,24.3,30,0.1,0.333,0.205,30.0,30.0,22.5,0.173,0.3,0.2,38.1
1021,Duran, Ezequiel,677649,TEX,CUKC,Curveball,1.0,1,100,12.3,30,0.31,0.414,0.328,32.7,30.0,22.5,0.253,0.378,0.286,20.0
1022,Witt Jr., Bobby,677951,KC,FC,Cutter,2.4,3,123,9.7,29,0.259,0.741,0.429,28.1,10.3,12.5,0.353,0.921,0.541,58.3
1023,Edman, Tommy,669242,STL,CUKC,Curveball,1.4,1,92,9.8,29,0.276,0.483,0.366,20.0,13.8,14.8,0.252,0.37,0.268,28.0
1024,Suzuki, Seiya,673548,CHC,CUKC,Curveball,1.4,1,94,8.4,29,0.333,0.37,0.316,15.8,17.2,11.4,0.324,0.396,0.321,34.8
1025,Swanson, Dansby,621020,CHC,FC,Cutter,4.4,5,105,7.8,29,0.37,0.741,0.484,28.0,6.9,9.1,0.389,0.795,0.513,56.0
1026,Massey, Michael,686681,KC,CUKC,Curveball,-0.5,-1,114,13.7,29,0.25,0.286,0.253,34.7,41.4,27.3,0.24,0.348,0.267,56.3
1027,Contreras, William,661388,MIL,CUKC,Curveball,-2.1,-2,95,9.8,29,0.148,0.185,0.184,26.8,24.1,25.9,0.15,0.254,0.21,25.0
1028,Massey, Michael,686681,KC,SL,Slider,-2.9,-3,114,13.7,29,0.143,0.179,0.16,38.6,31.0,24.3,0.217,0.334,0.253,36.8
1029,Pasquantino, Vinnie,686469,KC,SIFT,Sinker,0.9,1,104,10.3,29,0.346,0.423,0.376,13.6,13.8,19.0,0.374,0.555,0.432,50.0
1030,Barnes, Austin,605131,LAD,FF,4-Seamer,-2.3,-3,132,34.2,29,0.045,0.045,0.2,14.0,24.1,18.9,0.17,0.406,0.352,33.3
1031,Peralta, David,444482,LAD,CH,Changeup,-2.3,-3,119,16.7,29,0.192,0.269,0.252,26.8,13.8,13.3,0.273,0.355,0.317,63.6
