,last_name,first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
1032,Tatis Jr., Fernando,665487,SD,CUKC,Curveball,3.4,3,100,10.4,29,0.429,0.821,0.533,30.9,17.2,15.6,0.381,0.69,0.463,43.5
1033,Betts, Mookie,605141,LAD,CH,Changeup,-2.0,-2,83,6.3,29,0.125,0.25,0.252,22.0,27.6,25.8,0.19,0.355,0.313,43.8
1034,Rendon, Anthony,543685,LAA,SL,Slider,-0.1,0,123,18.0,29,0.261,0.304,0.343,30.0,27.6,22.9,0.166,0.192,0.269,26.7
1035,Kiermaier, Kevin,595281,TOR,SIFT,Sinker,-3.1,-4,115,14.8,29,0.231,0.308,0.261,27.8,10.3,16.7,0.339,0.416,0.37,30.4
1036,Bogaerts, Xander,593428,SD,CH,Changeup,0.1,0,135,10.9,29,0.276,0.483,0.324,26.7,20.7,14.6,0.248,0.445,0.296,34.8
1037,Diaz, Yainer,673237,HOU,SL,Slider,-2.0,-2,103,22.7,29,0.207,0.483,0.317,25.9,24.1,21.9,0.22,0.495,0.299,54.5
1038,Hedges, Austin,595978,PIT,SL,Slider,-6.6,-7,105,20.2,29,0.071,0.071,0.033,37.0,37.9,29.7,0.167,0.191,0.156,11.1
1039,Candelario, Jeimer,600869,WSH,CUKC,Curveball,-2.5,-4,172,13.4,29,0.036,0.036,0.11,38.6,48.3,31.8,0.153,0.23,0.209,35.7
1040,Robles, Victor,645302,WSH,FF,4-Seamer,-1.5,-2,109,24.0,29,0.32,0.36,0.345,18.6,13.8,12.5,0.268,0.393,0.33,40.9
1041,Wisely, Brett,689172,SF,FF,4-Seamer,-0.9,-1,120,35.5,29,0.214,0.357,0.26,27.5,34.5,25.6,0.215,0.416,0.282,66.7
1042,Wade Jr., LaMonte,664774,SF,CUKC,Curveball,1.9,2,129,10.5,29,0.292,0.417,0.376,17.4,13.8,10.0,0.34,0.587,0.445,65.0
1043,Vaughn, Andrew,683734,CWS,CH,Changeup,1.1,1,113,8.9,29,0.185,0.37,0.266,28.3,27.6,19.0,0.265,0.36,0.3,63.2
1044,Belt, Brandon,474832,TOR,SL,Slider,2.9,3,110,12.4,29,0.375,0.833,0.536,43.4,37.9,24.4,0.245,0.599,0.411,61.5
1045,Alberto, Hanser,593643,CWS,SL,Slider,2.4,2,93,34.1,29,0.231,0.423,0.339,21.3,13.8,16.0,0.249,0.354,0.291,21.7
1046,Raley, Luke,670042,TB,CH,Changeup,2.7,4,132,17.1,29,0.308,0.692,0.436,48.1,37.9,33.3,0.295,0.562,0.385,43.8
1047,Pham, Tommy,502054,NYM,CH,Changeup,-1.6,-1,91,12.4,29,0.179,0.214,0.222,31.8,34.5,32.3,0.2,0.318,0.239,44.4
1048,Harris II, Michael,671739,ATL,CH,Changeup,-5.6,-5,95,12.0,29,0.179,0.179,0.179,34.5,20.7,20.7,0.245,0.394,0.288,40.9
1049,Harris II, Michael,671739,ATL,CUKC,Curveball,2.0,2,82,10.4,29,0.259,0.37,0.302,21.6,24.1,22.6,0.237,0.37,0.29,55.0
1050,Zavala, Seby,664874,CWS,FF,4-Seamer,-3.5,-5,141,30.6,29,0.103,0.207,0.131,32.5,34.5,19.6,0.263,0.46,0.307,68.4
1051,Grichuk, Randal,545341,COL,SIFT,Sinker,2.2,2,98,14.1,29,0.375,0.583,0.462,20.9,6.9,15.4,0.325,0.524,0.421,40.9
1052,Duran, Ezequiel,677649,TEX,SIFT,Sinker,-1.2,-1,107,13.1,29,0.308,0.308,0.352,4.1,6.9,10.5,0.348,0.417,0.375,58.3
1053,Caballero, José,676609,SEA,SIFT,Sinker,1.0,1,124,19.2,29,0.348,0.435,0.393,9.8,6.9,6.3,0.344,0.477,0.416,45.5
1054,Profar, Jurickson,595777,COL,FC,Cutter,-1.6,-2,135,10.7,29,0.208,0.25,0.264,13.6,10.3,8.3,0.274,0.342,0.346,27.3
1055,McCarthy, Jake,664983,AZ,SL,Slider,1.4,2,109,18.0,29,0.321,0.536,0.379,29.1,17.2,13.9,0.269,0.422,0.31,17.4
1056,Blackmon, Charlie,453568,COL,SIFT,Sinker,-1.3,-1,108,12.1,29,0.16,0.2,0.233,8.3,13.8,20.0,0.243,0.31,0.307,9.5
1057,Díaz, Elias,553869,COL,CUKC,Curveball,-4.0,-4,98,9.6,29,0.143,0.179,0.16,33.3,34.5,23.3,0.153,0.217,0.18,44.4
1058,Farmer, Kyle,571657,MIN,SIFT,Sinker,-0.1,0,137,21.1,29,0.304,0.348,0.374,12.2,17.2,14.3,0.295,0.454,0.399,27.8
1059,Rosario, Amed,642708,CLE,CH,Changeup,0.9,1,89,7.7,29,0.345,0.448,0.391,15.1,6.9,5.1,0.31,0.392,0.306,33.3
1060,Bell, Josh,605137,CLE,SIFT,Sinker,0.3,0,122,10.7,29,0.28,0.44,0.407,18.8,10.3,13.0,0.358,0.568,0.44,54.5
1061,Benintendi, Andrew,643217,CWS,CUKC,Curveball,-2.0,-2,102,8.7,28,0.321,0.464,0.339,12.2,14.3,12.1,0.259,0.322,0.255,16.7
1062,Carpenter, Matt,572761,SD,CH,Changeup,0.8,1,93,12.2,28,0.259,0.407,0.311,31.1,35.7,29.4,0.227,0.354,0.266,23.5
1063,Peña, Jeremy,665161,HOU,CH,Changeup,1.0,1,119,10.5,28,0.296,0.407,0.321,41.2,14.3,10.0,0.26,0.357,0.283,30.4
1064,McCormick, Chas,676801,HOU,SL,Slider,0.7,1,135,21.0,28,0.24,0.36,0.339,31.6,17.9,13.5,0.243,0.368,0.314,25.0
1065,Harper, Bryce,547180,PHI,CH,Changeup,0.1,0,120,15.0,28,0.273,0.318,0.33,41.2,17.9,15.2,0.222,0.335,0.342,33.3
1066,Kirilloff, Alex,666135,MIN,SIFT,Sinker,0.5,0,84,12.6,28,0.36,0.44,0.389,14.3,10.7,20.0,0.36,0.561,0.428,54.5
1067,Robert Jr., Luis,673357,CWS,FC,Cutter,3.7,3,93,7.6,28,0.407,0.704,0.482,11.3,14.3,15.4,0.27,0.513,0.346,47.8
1068,Chapman, Matt,656305,TOR,CUKC,Curveball,-2.1,-2,114,8.4,28,0.24,0.24,0.268,21.1,25.0,18.9,0.282,0.444,0.352,61.1
1069,Tauchman, Mike,643565,CHC,SL,Slider,0.8,1,85,16.5,28,0.222,0.259,0.327,12.5,17.9,15.2,0.287,0.42,0.319,27.3
1070,McCarthy, Jake,664983,AZ,CH,Changeup,-4.6,-3,71,11.8,28,0.185,0.259,0.226,34.9,39.3,44.0,0.209,0.306,0.221,23.5
1071,Rengifo, Luis,650859,LAA,CH,Changeup,1.5,2,125,14.2,28,0.269,0.385,0.346,37.0,21.4,20.0,0.217,0.323,0.267,25.0
1072,France, Ty,664034,SEA,CH,Changeup,0.7,1,95,7.9,28,0.296,0.37,0.307,18.5,7.1,7.4,0.368,0.506,0.39,32.0
1073,Smith, Dominic,642086,WSH,CH,Changeup,-0.5,-1,127,10.4,28,0.296,0.296,0.282,30.6,17.9,11.9,0.238,0.27,0.24,13.6
1074,Calhoun, Willie,641432,NYY,SIFT,Sinker,-7.0,-5,78,13.9,28,0.083,0.125,0.152,13.9,14.3,22.2,0.198,0.255,0.245,38.1
1075,Gomes, Yan,543228,CHC,SIFT,Sinker,-1.1,-1,105,16.5,28,0.273,0.455,0.37,15.4,7.1,10.0,0.271,0.392,0.384,38.1
1076,Seager, Corey,608369,TEX,CUKC,Curveball,7.3,6,82,10.5,28,0.464,0.679,0.495,18.4,10.7,11.1,0.415,0.664,0.463,48.0
1077,Schwarber, Kyle,656941,PHI,CUKC,Curveball,2.7,4,143,10.2,28,0.174,0.478,0.345,42.0,32.1,21.4,0.252,0.538,0.397,35.7
1078,Heyward, Jason,518792,LAD,CH,Changeup,-2.8,-3,113,16.4,28,0.222,0.259,0.23,30.6,25.0,24.1,0.239,0.341,0.265,45.0
1079,Mountcastle, Ryan,663624,BAL,CH,Changeup,0.2,0,96,9.9,28,0.214,0.429,0.304,36.8,25.0,25.0,0.344,0.65,0.419,57.1
1080,Cronenworth, Jake,630105,SD,FC,Cutter,-3.1,-3,113,8.6,28,0.115,0.308,0.211,27.1,21.4,26.1,0.217,0.386,0.286,40.0
1081,Rizzo, Anthony,519203,NYY,FC,Cutter,-0.4,0,104,8.6,28,0.24,0.36,0.307,25.5,32.1,36.0,0.259,0.422,0.335,50.0
1082,Meneses, Joey,608841,WSH,CUKC,Curveball,-3.8,-4,100,8.3,28,0.107,0.179,0.121,40.8,46.4,31.0,0.124,0.176,0.13,26.7
1083,Albies, Ozzie,645277,ATL,FC,Cutter,1.8,2,109,8.3,28,0.24,0.52,0.359,32.3,21.4,25.0,0.304,0.631,0.425,36.8
1084,Garver, Mitch,641598,TEX,FF,4-Seamer,1.9,2,102,30.8,28,0.273,0.5,0.407,31.8,28.6,21.6,0.315,0.741,0.496,64.3
1085,Soler, Jorge,624585,MIA,CH,Changeup,4.2,4,95,7.5,28,0.292,0.667,0.441,23.7,21.4,14.6,0.219,0.536,0.37,38.9
1086,Casas, Triston,671213,BOS,SL,Slider,3.8,5,136,12.7,28,0.333,0.619,0.479,40.4,32.1,20.5,0.217,0.421,0.377,58.3
1087,Springer, George,543807,TOR,FC,Cutter,1.8,2,130,10.8,28,0.346,0.462,0.411,28.1,21.4,17.6,0.277,0.381,0.315,35.0
1088,Longoria, Evan,446334,AZ,SIFT,Sinker,-1.7,-2,100,18.2,28,0.25,0.5,0.316,17.8,28.6,34.8,0.289,0.544,0.351,75.0
1089,Sánchez, Gary,596142,SD,SIFT,Sinker,0.5,1,102,25.2,28,0.217,0.391,0.338,12.2,14.3,16.0,0.231,0.389,0.342,47.4
1090,Crawford, J.P.,641487,SEA,FC,Cutter,-1.1,-1,122,9.7,28,0.125,0.167,0.209,13.3,17.9,17.9,0.245,0.326,0.313,31.6
1091,Fortes, Nick,663743,MIA,SIFT,Sinker,2.3,2,91,15.3,28,0.385,0.385,0.379,7.3,14.3,21.1,0.341,0.419,0.333,43.5
1092,Grossman, Robbie,543257,TEX,SL,Slider,-1.9,-3,152,15.7,28,0.136,0.273,0.236,34.7,35.7,18.5,0.099,0.123,0.191,21.4
1093,Frazier, Adam,624428,BAL,FC,Cutter,-1.7,-2,96,9.2,28,0.12,0.28,0.223,19.0,14.3,20.0,0.228,0.366,0.3,23.8
1094,Grossman, Robbie,543257,TEX,CH,Changeup,-2.4,-2,105,10.8,28,0.185,0.185,0.193,30.2,21.4,22.2,0.194,0.232,0.179,18.2
1095,Harris II, Michael,671739,ATL,SIFT,Sinker,-0.4,0,116,14.7,28,0.333,0.481,0.413,26.7,17.9,15.6,0.285,0.44,0.326,54.5
1096,Stott, Bryson,681082,PHI,CUKC,Curveball,-0.3,0,137,9.9,28,0.208,0.333,0.3,21.3,28.6,14.8,0.155,0.217,0.239,18.8
1097,Arraez, Luis,650333,MIA,FC,Cutter,-0.8,-1,90,8.1,28,0.36,0.44,0.396,1.8,3.6,6.3,0.331,0.397,0.355,20.0
1098,Bogaerts, Xander,593428,SD,CUKC,Curveball,0.6,1,86,7.0,28,0.259,0.37,0.3,25.7,32.1,29.0,0.257,0.342,0.276,27.8
1099,Castro, Rodolfo,666801,PIT,SL,Slider,-2.3,-3,122,15.6,28,0.087,0.13,0.202,50.0,42.9,36.4,0.143,0.375,0.301,36.4
1100,Turang, Brice,668930,MIL,SIFT,Sinker,-3.4,-4,106,14.7,28,0.296,0.407,0.298,12.3,17.9,18.5,0.296,0.342,0.296,27.3
1101,García, Adolis,666969,TEX,CUKC,Curveball,3.6,4,104,7.9,28,0.333,0.519,0.379,35.4,28.6,17.8,0.299,0.569,0.38,52.6
1102,Báez, Javier,595879,DET,CH,Changeup,-0.5,-1,100,8.9,28,0.214,0.286,0.25,33.3,25.0,26.9,0.249,0.299,0.237,33.3
1103,Bart, Joey,663698,SF,FF,4-Seamer,-0.6,0,82,26.0,28,0.28,0.4,0.338,17.4,14.3,13.8,0.194,0.306,0.266,23.8
1104,Maton, Nick,665155,DET,SIFT,Sinker,2.0,2,94,9.3,28,0.192,0.5,0.346,18.2,14.3,17.4,0.234,0.504,0.339,40.9
1105,Rojas, Josh,668942,AZ,CH,Changeup,2.2,2,94,12.3,28,0.28,0.4,0.331,29.8,17.9,21.7,0.223,0.318,0.244,22.7
1106,Frazier, Clint,640449,CWS,FF,4-Seamer,0.2,0,115,38.5,28,0.292,0.375,0.35,19.4,17.9,13.5,0.27,0.356,0.334,31.6
1107,Baty, Brett,683146,NYM,SL,Slider,-2.3,-2,104,13.2,28,0.192,0.231,0.223,41.9,42.9,35.3,0.181,0.279,0.234,42.9
1108,Palacios, Josh,641943,PIT,FF,4-Seamer,-3.9,-4,112,38.8,28,0.25,0.25,0.233,23.3,14.3,12.5,0.305,0.458,0.327,54.2
1109,Joe, Connor,656582,PIT,CH,Changeup,2.4,3,116,10.8,28,0.25,0.333,0.318,36.6,28.6,16.3,0.225,0.342,0.31,50.0
1110,Ruiz, Esteury,665923,OAK,CH,Changeup,-1.3,-1,99,8.4,28,0.192,0.231,0.223,29.6,21.4,17.1,0.229,0.329,0.275,35.0
1111,Taveras, Leody,665750,TEX,CUKC,Curveball,-5.4,-5,94,9.7,28,0.111,0.111,0.121,43.5,39.3,37.9,0.144,0.182,0.161,25.0
1112,Delay, Jason,641511,PIT,FF,4-Seamer,1.4,2,116,31.8,28,0.391,0.609,0.47,25.5,25.0,18.9,0.323,0.513,0.409,23.5
1113,Rogers, Jake,668670,DET,SL,Slider,1.7,3,148,22.1,28,0.231,0.5,0.332,31.4,35.7,20.8,0.179,0.287,0.236,37.5
1114,Olivares, Edward,658668,KC,CH,Changeup,-2.0,-2,88,10.8,28,0.321,0.429,0.327,25.0,17.9,21.7,0.308,0.405,0.31,30.4
1115,Ibáñez, Andy,628451,DET,SIFT,Sinker,-4.0,-4,93,17.3,28,0.192,0.308,0.248,12.0,0.0,0.0,0.257,0.449,0.333,42.3
1116,Bader, Harrison,664056,NYY,SL,Slider,-4.8,-5,100,22.9,28,0.185,0.185,0.161,30.8,10.7,13.0,0.206,0.352,0.243,24.0
1117,Franco, Wander,677551,TB,CUKC,Curveball,-3.0,-4,119,9.4,28,0.16,0.28,0.216,7.4,3.6,3.6,0.245,0.394,0.303,40.0
1118,Belt, Brandon,474832,TOR,SIFT,Sinker,3.9,4,102,11.5,28,0.458,0.583,0.491,23.8,28.6,24.2,0.325,0.499,0.404,62.5
1119,Lowe, Brandon,664040,TB,SIFT,Sinker,-1.8,-2,108,13.0,28,0.2,0.2,0.236,28.0,17.9,17.9,0.275,0.47,0.361,45.0
1120,Thaiss, Matt,642136,LAA,CH,Changeup,-0.2,0,113,16.5,27,0.208,0.25,0.298,29.5,18.5,15.2,0.169,0.217,0.211,30.0
1121,Guillorme, Luis,641645,NYM,FF,4-Seamer,-0.4,-1,143,40.6,27,0.273,0.364,0.356,10.5,22.2,15.4,0.261,0.336,0.339,31.3
1122,Canha, Mark,592192,NYM,CH,Changeup,0.3,0,105,11.4,27,0.105,0.105,0.274,21.1,18.5,11.9,0.171,0.256,0.338,21.4
1123,Jeffers, Ryan,680777,MIN,SL,Slider,-0.2,0,117,21.1,27,0.25,0.375,0.304,38.5,22.2,16.2,0.223,0.396,0.296,42.1
1124,Buxton, Byron,621439,MIN,CH,Changeup,-0.9,-1,122,12.3,27,0.12,0.24,0.226,30.6,33.3,18.8,0.185,0.389,0.275,31.3
1125,Peterson, Jace,607054,OAK,SL,Slider,-3.8,-5,134,12.8,27,0.16,0.16,0.159,22.4,29.6,17.0,0.202,0.278,0.224,44.4
1126,Chisholm Jr., Jazz,665862,MIA,CH,Changeup,6.1,6,101,15.4,27,0.346,0.538,0.393,34.9,33.3,29.0,0.25,0.431,0.307,35.3
1127,Hampson, Garrett,641658,MIA,SL,Slider,0.1,0,95,17.8,27,0.2,0.2,0.219,33.3,37.0,31.3,0.308,0.339,0.316,13.3
1128,Bohm, Alec,664761,PHI,CH,Changeup,3.0,3,85,8.5,27,0.32,0.64,0.426,14.9,0.0,0.0,0.392,0.703,0.48,52.0
1129,Peralta, David,444482,LAD,CUKC,Curveball,4.5,4,86,12.1,27,0.44,0.72,0.513,31.0,14.8,15.4,0.342,0.6,0.424,57.1
1130,Thompson, Trayce,572204,LAD,FF,4-Seamer,0.2,0,98,24.6,27,0.05,0.2,0.256,47.4,48.1,38.2,0.124,0.372,0.333,71.4
1131,Outman, James,681546,LAD,CH,Changeup,6.3,7,107,10.3,27,0.4,1.0,0.585,34.0,18.5,14.3,0.278,0.638,0.408,45.0
1132,Urshela, Gio,570482,LAA,CH,Changeup,0.4,0,68,7.7,27,0.259,0.333,0.259,18.8,14.8,11.8,0.245,0.285,0.232,26.1
1133,Ohtani, Shohei,660271,LAA,CUKC,Curveball,6.2,7,111,8.0,27,0.375,0.958,0.541,38.2,29.6,21.6,0.336,0.878,0.525,58.8
1134,Alvarez, Yordan,670541,HOU,FC,Cutter,2.3,2,74,7.8,27,0.217,0.609,0.367,17.9,14.8,19.0,0.272,0.585,0.385,55.0
1135,Baddoo, Akil,668731,DET,CH,Changeup,5.2,5,90,14.0,27,0.32,0.48,0.372,23.1,11.1,14.3,0.219,0.359,0.28,27.3
1136,Santana, Carlos,467793,PIT,CUKC,Curveball,1.7,2,115,10.0,27,0.32,0.76,0.439,22.2,18.5,19.2,0.238,0.462,0.304,33.3
1137,Greene, Riley,682985,DET,CH,Changeup,0.9,1,90,9.7,27,0.269,0.346,0.285,31.7,22.2,25.0,0.263,0.446,0.315,35.0
1138,Sheets, Gavin,657757,CWS,SL,Slider,-1.4,-2,122,15.2,27,0.24,0.24,0.252,28.1,18.5,11.9,0.215,0.28,0.25,40.0
1139,Kelenic, Jarred,672284,SEA,CUKC,Curveball,-2.0,-3,136,11.4,27,0.077,0.077,0.093,31.1,33.3,26.5,0.187,0.231,0.201,35.3
1140,Benintendi, Andrew,643217,CWS,FC,Cutter,-0.1,0,117,10.0,27,0.269,0.346,0.269,21.3,7.4,8.0,0.333,0.469,0.346,40.0
1141,Profar, Jurickson,595777,COL,CUKC,Curveball,1.9,2,99,7.9,27,0.25,0.5,0.331,22.0,29.6,24.2,0.328,0.485,0.381,47.1
1142,Murphy, Tom,608596,SEA,FF,4-Seamer,-0.2,0,109,31.6,27,0.25,0.417,0.33,26.0,25.9,25.0,0.276,0.44,0.35,47.1
1143,Trejo, Alan,676701,COL,SL,Slider,2.6,3,108,23.0,27,0.28,0.4,0.357,32.1,25.9,16.3,0.222,0.283,0.253,22.2
1144,Tovar, Ezequiel,678662,COL,FC,Cutter,0.0,0,84,7.8,27,0.308,0.423,0.331,12.9,7.4,8.0,0.389,0.447,0.381,20.8
1145,Doyle, Brenton,686668,COL,SIFT,Sinker,-0.1,0,77,12.5,27,0.25,0.25,0.278,21.9,25.9,36.8,0.211,0.289,0.271,29.4
1146,Donovan, Brendan,680977,STL,FC,Cutter,-1.5,-1,102,9.2,27,0.13,0.174,0.217,9.1,7.4,10.0,0.274,0.38,0.344,47.6
1147,Brennan, Will,686823,CLE,CH,Changeup,-0.5,0,80,11.0,27,0.296,0.296,0.3,17.0,11.1,15.8,0.249,0.291,0.237,20.8
1148,Burleson, Alec,676475,STL,SIFT,Sinker,4.6,3,76,13.8,27,0.478,0.696,0.529,5.4,3.7,9.1,0.346,0.447,0.385,47.8
1149,Vosler, Jason,613564,CIN,FF,4-Seamer,-1.3,-1,95,32.6,27,0.16,0.36,0.252,38.8,44.4,29.3,0.153,0.303,0.229,23.1
1150,India, Jonathan,663697,CIN,CH,Changeup,-0.5,-1,122,8.5,27,0.12,0.16,0.171,42.9,40.7,25.6,0.145,0.166,0.179,7.1
1151,Edman, Tommy,669242,STL,FC,Cutter,1.7,2,90,9.6,27,0.381,0.619,0.461,7.1,7.4,10.0,0.363,0.527,0.457,75.0
1152,Gorman, Nolan,669357,STL,FC,Cutter,0.3,0,109,10.1,27,0.24,0.52,0.346,27.3,22.2,27.3,0.253,0.506,0.348,42.1
1153,Lowe, Nathaniel,663993,TEX,CH,Changeup,5.6,6,104,7.0,27,0.304,0.652,0.452,11.1,14.8,11.4,0.353,0.609,0.427,30.0
1154,Yoshida, Masataka,807799,BOS,CUKC,Curveball,1.2,2,125,10.7,27,0.292,0.542,0.391,27.1,25.9,16.3,0.248,0.472,0.346,33.3
1155,Refsnyder, Rob,608701,BOS,SL,Slider,-1.0,-1,105,18.5,27,0.143,0.143,0.256,38.3,37.0,29.4,0.16,0.188,0.274,45.5
1156,Casas, Triston,671213,BOS,CUKC,Curveball,-1.4,-2,130,12.1,27,0.167,0.167,0.211,26.1,29.6,23.5,0.225,0.437,0.327,43.8
1157,McGuire, Reese,624512,BOS,FF,4-Seamer,0.5,1,145,33.7,27,0.348,0.522,0.412,22.5,37.0,27.0,0.2,0.277,0.263,42.9
1158,Duran, Jarren,680776,BOS,SL,Slider,-0.7,-1,102,11.8,27,0.167,0.333,0.265,30.8,37.0,27.8,0.236,0.452,0.339,35.7
1159,Jung, Josh,673962,TEX,CH,Changeup,-0.1,0,97,7.7,27,0.36,0.44,0.378,28.0,25.9,18.4,0.394,0.513,0.415,50.0
1160,Arozarena, Randy,668227,TB,FC,Cutter,-0.5,0,96,6.9,27,0.348,0.348,0.319,31.7,11.1,21.4,0.224,0.284,0.288,36.4
1161,Biggio, Cavan,624415,TOR,SIFT,Sinker,-2.8,-3,100,19.1,27,0.2,0.32,0.259,23.1,44.4,38.7,0.137,0.213,0.191,38.5
1162,Chapman, Matt,656305,TOR,CH,Changeup,7.7,6,80,5.9,27,0.458,0.792,0.55,26.3,29.6,36.4,0.358,0.786,0.506,87.5
1163,Carpenter, Matt,572761,SD,SIFT,Sinker,1.9,2,111,14.5,27,0.286,0.476,0.443,25.0,18.5,21.7,0.326,0.681,0.485,56.3
1164,Cronenworth, Jake,630105,SD,CUKC,Curveball,1.6,2,97,7.4,27,0.28,0.44,0.337,34.1,40.7,32.4,0.209,0.286,0.251,35.7
1165,Varsho, Daulton,662139,TOR,CUKC,Curveball,2.1,3,149,12.1,27,0.32,0.52,0.419,31.5,22.2,14.0,0.335,0.441,0.364,42.1
1166,Bradley Jr., Jackie,598265,KC,SL,Slider,-4.0,-3,82,20.1,27,0.12,0.28,0.194,35.4,22.2,33.3,0.208,0.317,0.244,35.0
1167,Melendez, MJ,669004,KC,FC,Cutter,0.0,0,87,7.2,27,0.25,0.375,0.35,29.6,14.8,17.4,0.248,0.388,0.319,45.0
1168,Pratto, Nick,668472,KC,SIFT,Sinker,0.4,0,112,12.7,27,0.333,0.458,0.383,9.3,22.2,21.4,0.305,0.41,0.35,61.1
1169,Rizzo, Anthony,519203,NYY,CUKC,Curveball,-0.7,-1,120,10.0,27,0.143,0.143,0.256,37.3,37.0,25.6,0.151,0.179,0.267,27.3
1170,McNeil, Jeff,643446,NYM,CUKC,Curveball,-2.4,-2,85,7.8,27,0.231,0.231,0.259,35.4,29.6,33.3,0.248,0.336,0.267,66.7
1171,Moncada, Yoán,660162,CWS,SL,Slider,1.3,1,88,16.2,26,0.24,0.4,0.358,39.1,34.6,28.1,0.219,0.349,0.261,56.3
1172,Harrison, Josh,543281,PHI,FF,4-Seamer,-1.0,-1,103,32.4,26,0.16,0.28,0.208,21.6,38.5,33.3,0.187,0.307,0.229,26.7
1173,Davis, Jonathan,641505,MIA,SL,Slider,1.1,1,102,28.3,26,0.391,0.565,0.421,31.3,38.5,27.0,0.276,0.402,0.315,14.3
1174,Myers, Wil,571976,CIN,SIFT,Sinker,-1.1,-1,81,14.7,26,0.261,0.304,0.314,17.6,26.9,35.0,0.183,0.268,0.255,31.3
1175,Reynolds, Bryan,668804,PIT,FC,Cutter,0.4,0,105,9.3,26,0.304,0.739,0.435,23.1,15.4,16.7,0.348,0.802,0.479,55.0
1176,De La Cruz, Bryan,650559,MIA,CUKC,Curveball,1.8,2,107,8.4,26,0.28,0.32,0.317,24.4,23.1,14.3,0.299,0.499,0.352,42.1
1177,Walls, Taylor,670764,TB,SL,Slider,1.5,2,126,13.1,26,0.375,0.542,0.421,32.7,30.8,22.2,0.24,0.342,0.286,18.8
1178,Maton, Nick,665155,DET,CH,Changeup,-1.7,-3,168,16.7,26,0.13,0.13,0.185,47.6,23.1,15.4,0.197,0.317,0.274,23.5
1179,Greene, Riley,682985,DET,SIFT,Sinker,-1.6,-2,126,13.5,26,0.25,0.375,0.338,13.2,19.2,13.2,0.29,0.461,0.35,31.6
1180,Castro, Willi,650489,MIN,FC,Cutter,-4.9,-4,76,10.5,26,0.167,0.292,0.235,22.6,15.4,20.0,0.271,0.391,0.316,30.0
1181,Machado, Manny,592518,SD,FC,Cutter,-0.5,0,87,8.7,26,0.292,0.5,0.365,22.2,11.5,16.7,0.306,0.541,0.386,52.4
1182,Ibáñez, Andy,628451,DET,SL,Slider,2.5,2,96,17.9,26,0.308,0.308,0.312,25.5,19.2,18.5,0.35,0.4,0.328,42.9
1183,Perkins, Blake,663368,MIL,FF,4-Seamer,-4.6,-5,109,46.2,26,0.125,0.125,0.136,25.0,42.3,35.5,0.17,0.204,0.185,21.4
1184,Flores, Wilmer,527038,SF,SL,Slider,0.9,1,120,16.5,26,0.192,0.423,0.258,27.8,34.6,18.8,0.164,0.269,0.184,23.5
1185,Isbel, Kyle,664728,KC,FF,4-Seamer,1.0,1,129,36.5,26,0.375,0.708,0.475,11.5,15.4,12.9,0.285,0.513,0.365,65.0
1186,France, Ty,664034,SEA,CUKC,Curveball,-0.2,0,91,7.6,26,0.174,0.174,0.228,31.9,26.9,19.4,0.217,0.268,0.27,37.5
1187,Grandal, Yasmani,518735,CWS,SL,Slider,1.5,2,113,12.0,26,0.333,0.625,0.462,42.6,23.1,13.3,0.251,0.472,0.337,38.9
1188,Lowe, Josh,666139,TB,SIFT,Sinker,-0.9,-1,105,10.8,26,0.25,0.542,0.36,27.5,19.2,17.9,0.31,0.583,0.403,57.9
1189,Garrett, Stone,656448,WSH,SIFT,Sinker,-1.3,-1,83,15.0,26,0.273,0.273,0.323,22.5,23.1,31.6,0.314,0.55,0.406,64.7
1190,Belt, Brandon,474832,TOR,CH,Changeup,-0.3,0,100,11.3,26,0.208,0.292,0.323,19.5,30.8,22.9,0.101,0.193,0.169,18.8
1191,Carlson, Dylan,666185,STL,SL,Slider,-2.0,-2,95,14.8,26,0.125,0.25,0.2,48.9,42.3,28.9,0.13,0.224,0.191,30.8
1192,Trevino, Jose,624431,NYY,SIFT,Sinker,-3.5,-4,109,21.5,26,0.174,0.217,0.233,0.0,7.7,9.1,0.261,0.314,0.304,33.3
1193,Rivera, Emmanuel,656896,AZ,SL,Slider,-0.7,-1,124,21.3,26,0.261,0.348,0.288,26.9,15.4,10.5,0.244,0.355,0.3,50.0
1194,Bryant, Kris,592178,COL,CH,Changeup,-1.0,-1,82,10.6,26,0.238,0.238,0.308,32.6,30.8,28.6,0.215,0.276,0.307,30.8
1195,Massey, Michael,686681,KC,CH,Changeup,-0.4,0,112,13.5,26,0.24,0.32,0.262,32.7,19.2,12.2,0.332,0.449,0.353,20.0
1196,Urías, Luis,649966,MIL,FF,4-Seamer,0.8,1,95,33.6,26,0.2,0.4,0.356,18.4,15.4,14.3,0.195,0.409,0.357,50.0
1197,Hernández, Teoscar,606192,SEA,CUKC,Curveball,0.7,1,113,8.4,26,0.192,0.308,0.215,42.6,50.0,29.5,0.183,0.391,0.238,38.5
1198,Kepler, Max,596146,MIN,SIFT,Sinker,-2.0,-2,109,15.0,26,0.25,0.25,0.262,14.3,19.2,22.7,0.211,0.241,0.238,36.8
